# Too few sequence #1
# Number of KBar units = 1506
091202 091301 8360.0 8380.0 8353.0 8357.0
091207 091303 8359.0 8380.0 8353.0 8356.0
091207 091304 8359.0 8380.0 8353.0 8357.0
091208 091308 8380.0 8380.0 8353.0 8356.0
091215 091309 8354.0 8374.0 8353.0 8355.0
091215 091314 8354.0 8374.0 8353.0 8374.0
091219 091317 8358.0 8374.0 8353.0 8353.0
091219 091319 8358.0 8374.0 8351.0 8351.0
091221 091320 8356.0 8374.0 8351.0 8368.0
091223 091322 8356.0 8374.0 8351.0 8352.0
091223 091323 8356.0 8374.0 8351.0 8354.0
091227 091327 8354.0 8374.0 8351.0 8358.0
091250 091337 8358.0 8374.0 8351.0 8359.0
091254 091354 8359.0 8374.0 8351.0 8357.0
091301 091400 8357.0 8374.0 8351.0 8356.0
091301 091401 8357.0 8374.0 8351.0 8355.0
091304 091404 8357.0 8374.0 8351.0 8354.0
091314 091414 8374.0 8374.0 8351.0 8370.0
091319 091418 8351.0 8370.0 8351.0 8352.0
091322 091422 8352.0 8370.0 8351.0 8351.0
091337 091437 8359.0 8370.0 8351.0 8351.0
091354 091439 8357.0 8370.0 8351.0 8353.0
091354 091442 8357.0 8370.0 8351.0 8357.0
091354 091446 8357.0 8370.0 8351.0 8354.0
091400 091456 8356.0 8370.0 8351.0 8356.0
091400 091457 8356.0 8370.0 8351.0 8357.0
091401 091501 8355.0 8371.0 8351.0 8371.0
091404 091504 8354.0 8372.0 8351.0 8372.0
091414 091505 8370.0 8372.0 8351.0 8359.0
091414 091511 8370.0 8372.0 8351.0 8353.0
091414 091512 8370.0 8372.0 8351.0 8351.0
091414 091513 8370.0 8372.0 8348.0 8348.0
091414 091514 8370.0 8372.0 8348.0 8348.0
091418 091515 8352.0 8372.0 8346.0 8346.0
091422 091521 8351.0 8372.0 8346.0 8351.0
091437 091523 8351.0 8372.0 8346.0 8352.0
091437 091530 8351.0 8372.0 8346.0 8362.0
091437 091535 8351.0 8372.0 8346.0 8349.0
091456 091549 8356.0 8372.0 8346.0 8363.0
091501 091558 8371.0 8372.0 8346.0 8347.0
091501 091559 8371.0 8372.0 8346.0 8363.0
091504 091604 8372.0 8372.0 8346.0 8348.0
091505 091605 8359.0 8363.0 8346.0 8349.0
091511 091608 8353.0 8363.0 8346.0 8350.0
091511 091609 8353.0 8363.0 8346.0 8351.0
091513 091613 8348.0 8363.0 8346.0 8351.0
